Order,Property Name,Parent Property Id,Parent Property Name,Street Number,Street Name,Borough,Primary Property Type - Self Selected,List of All Property Use Types at Property,Largest Property Use Type,Largest Property Use Type - Gross Floor Area (ft²),2nd Largest Property Use Type,2nd Largest Property Use - Gross Floor Area (ft²),3rd Largest Property Use Type,3rd Largest Property Use Type - Gross Floor Area (ft²),Year Built,Occupancy,Metered Areas (Energy),Metered Areas  (Water),ENERGY STAR Score,Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),District Steam Use (kBtu),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Water Use (All Water Sources) (kgal),DOF Benchmarking Submission Status
4204,621 WEST 169 STREET - 20325,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,39001.0,,,,,1922,100.0,Whole Building,,84.0,95.4,102.4,31.9,34.2,9.3,0.0,,,,,,,91364.5,913.6,1154708.7,363732.8,107.2,4.9,102.4,1502.8,Not found
4205,641 WEST 169 STREET - 20327,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,39009.0,,,,,1922,100.0,Whole Building,,81.0,101.1,108.4,33.8,36.1,9.9,0.0,,,,,,,94141.9,953.8,1224267.6,385281.8,113.5,5.0,108.5,2212.7,Not found
4206,709 WEST 169 STREET - 20328,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,40369.0,,,,,1912,100.0,Whole Building,,39.0,141.5,151.0,112.9,122.1,3.2,1.1,,,,,,,4112577.4,44867.8,443599.8,129246.3,257.8,218.4,39.3,2890.5,Not found
4207,640 WEST 170 STREET - 20331,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,41346.0,,,,,1923,100.0,Whole Building,,76.0,107.6,116.0,35.9,38.6,10.6,0.0,,,,,,,104000.0,1040.0,1381669.2,437575.7,128.0,5.5,122.5,2909.2,Not found
4208,720 WEST 170 STREET - 20334,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,49009.0,,,,,1920,100.0,Whole Building,,63.0,120.0,129.1,39.3,42.2,11.9,0.0,,,,,,,83251.6,832.5,1845178.7,582346.4,168.0,4.4,163.6,1596.4,Not found
4209,235 FT WASHINGTON AVENUE - 20336,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,49674.0,,,,,1920,100.0,Whole Building,,66.0,114.5,121.0,38.9,40.9,10.9,0.0,,,,,,,178832.3,1802.2,1751826.6,543338.7,164.8,9.5,155.3,4803.8,Not found
4210,(7142) - The Hit Factory,,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Office, Parking, Retail Store",Multifamily Housing,49284.0,Retail Store,12380.0,Office,10426.0,1928,100.0,Whole Building,Whole Building,28.0,159.1,160.1,67.2,69.0,12.3,0.3,,,,,,,1793451.6,19519.0,3053450.0,886115.6,366.0,95.3,270.7,1771.7,Not found
4211,(7145) - The 45 Christopher St Condo,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,107255.0,,,,,1931,100.0,Whole Building,Whole Building,21.0,157.0,164.4,102.6,111.0,7.2,0.0,,,8063316.7,,,,266773.3,2727.9,2678353.6,771050.8,858.7,621.2,237.5,4051.0,Not found
4212,28 - 235 West 76th,,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Other - Mall",Multifamily Housing,165000.0,Other - Mall,7465.0,,,1925,100.0,Whole Building,Whole Building,42.0,145.0,150.4,86.6,91.9,7.9,0.0,,,10222496.5,,,,41618.8,422.2,4663904.8,1366912.1,1185.4,771.9,413.5,5492.2,Not found
4213,22-CollegePoint,,,Not found,Not found,Queens,Supermarket/Grocery Store,"Financial Office, Office, Retail Store, Supermarket/Grocery Store",Supermarket/Grocery Store,50000.0,Office,15000.0,Retail Store,10000.0,1985,100.0,Whole Building,Whole Building,26.0,571.6,570.5,242.2,244.9,43.9,0.9,,,,,,,7097028.0,74533.4,11915864.4,3449661.9,1433.4,377.0,1056.5,208257.7,Not found
4214,11-421 7th,,,Not found,Not found,Manhattan,Office,"Office, Retail Store",Office,48500.0,Retail Store,6750.0,,,1925,100.0,Whole Building,,9.0,553.2,558.4,217.1,223.3,44.2,0.2,,,,,,2635644.9,955406.0,9554.1,8405389.4,2444142.1,971.0,50.7,920.2,,Not found
4215,44 - 43-07 42nd,,,Not found,Not found,Queens,Multifamily Housing,"Multifamily Housing, Supermarket/Grocery Store",Multifamily Housing,78330.0,Supermarket/Grocery Store,7000.0,,,1928,100.0,Whole Building,,81.0,105.4,110.4,67.8,72.6,4.8,0.6,,,,,,,4395102.8,47969.3,1394501.0,409470.8,357.1,233.4,123.6,,Not found
4216,18 - 230 West 97th,,,Not found,Not found,Manhattan,Multifamily Housing,"Fast Food Restaurant, Financial Office, Multifamily Housing, Other",Multifamily Housing,60016.0,Financial Office,5000.0,Other,2600.0,1897,100.0,Whole Building,Whole Building,14.0,201.9,211.3,115.1,123.3,11.5,0.8,,,,,,,5201276.5,57419.6,2647016.8,782841.2,510.9,276.3,234.7,458705.5,Not found
4217,17197 - 119 West 57th Street,,,Not found,Not found,Manhattan,Office,"Office, Retail Store",Office,103707.0,Retail Store,10000.0,,,1926,100.0,Whole Building,Whole Building,69.0,183.6,187.1,76.9,80.9,13.6,,,,,,,3402915.6,,,5346310.6,1544905.2,699.9,0.0,699.9,,Not found
4218,LL84 135 West 50th Street,,,Not found,Not found,Manhattan,Office,"Data Center, Office, Parking, Restaurant",Office,803125.0,Restaurant,39269.0,Parking,36200.0,1962,100.0,Whole Building,Whole Building,,207.9,209.3,86.6,88.4,15.8,0.1,,,,,,18170606.7,8964300.1,89643.0,45803209.5,13334615.6,5743.5,476.1,5267.4,31620.7,Not found
4219,Workmen's Circle MultiCare Center,,,Not found,Not found,Bronx,Residential Care Facility,"Parking, Residential Care Facility",Residential Care Facility,232000.0,Parking,9600.0,,,1951,100.0,Whole Building,Whole Building,,245.5,246.1,144.3,147.0,12.9,1.0,,,,,,,23029233.9,239243.0,10436880.7,2985364.4,2148.5,1223.2,925.3,20920.8,Not found
4220,Jewish Theological Seminary,,,Not found,Not found,Manhattan,Other - Education,Other - Education,Other - Education,262638.0,,,,,1929,100.0,Whole Building,,,76.5,79.8,37.7,41.0,5.3,0.0,,5150850.0,,,,,0.0,0.0,4739841.1,1389167.8,802.5,382.2,420.2,4100.1,Not found
4221,"Miltan Realty Co, LLC",,,Not found,Not found,Manhattan,Office,"Office, Other - Entertainment/Public Assembly, Residence Hall/Dormitory",Office,53100.0,Other - Entertainment/Public Assembly,6000.0,Residence Hall/Dormitory,1900.0,1911,100.0,Whole Building,,,82.4,81.5,26.2,25.9,7.6,,,,,,,,,,1601238.7,463759.2,142.0,0.0,142.0,2347.3,Not found
4222,"Helgar Realty Co, LLC",,,Not found,Not found,Manhattan,Office,"Manufacturing/Industrial Plant, Medical Office, Office, Residence Hall/Dormitory",Office,44126.0,Medical Office,8450.0,Manufacturing/Industrial Plant,1900.0,1911,100.0,Whole Building,,,132.6,132.6,44.4,44.4,12.1,0.0,,,,,,,182076.7,1820.8,2296704.0,673125.4,213.3,9.7,203.6,1592.9,Not found
4223,RC Church St. Gregory the Great,,,Not found,Not found,Manhattan,K-12 School,"K-12 School, Worship Facility",K-12 School,16878.0,Worship Facility,16878.0,,,1912,0.0,Whole Building,,,20.9,20.9,8.4,8.4,1.7,0.0,,,,,,,90478.1,904.8,194339.0,56957.5,22.0,4.8,17.2,,Not found
4224,(7146) - Fischer Mills Building,,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Retail Store",Multifamily Housing,70771.0,Retail Store,5405.0,,,1915,100.0,Whole Building,Whole Building,2.0,213.7,222.5,110.8,117.7,13.9,0.7,,,,,,,4887368.3,53615.1,3549425.2,1056258.2,574.3,259.6,314.7,2761.8,Not found
4225,(7148) - GR Housing Corp,,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,307027.0,Parking,10000.0,Retail Store,6363.0,1967,100.0,Whole Building,,85.0,107.0,113.1,65.8,71.0,4.3,0.0,,,,,,15179404.9,869136.7,8786.7,4577710.2,1332387.4,1459.9,46.2,1413.7,,Not found
4226,Lefferts,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,55200.0,,,,,1930,100.0,Whole Building,,100.0,38.2,40.4,34.4,36.5,0.3,0.4,,,,,,,1843560.8,19579.5,55448.4,16251.0,102.8,97.9,4.9,4428.0,Not found
4227,Christian Brothers Center,,,Not found,Not found,Bronx,Other - Lodging/Residential,Other - Lodging/Residential,Other - Lodging/Residential,27800.0,,,,,1974,100.0,Whole Building,Whole Building,,139.9,,86.1,,,0.7,,,,,,,1736392.2,18274.8,,,150.6,92.2,,876.2,Not found
4228,The Circle,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,33500.0,,,,,1908,100.0,Common areas (all energy loads),Whole Building,,10.8,11.2,4.2,4.3,0.9,0.0,,,,,,,39206.0,395.4,102528.3,31016.0,11.2,2.1,9.1,1296.5,Not found
4229,"4515 Snyder Ave, Brooklyn, NY 11203",,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,28800.0,,,,,1929,100.0,Whole Building,,19.0,140.8,142.7,112.5,114.2,3.2,1.0,,,,,,,2926803.9,29748.1,312287.5,92160.6,183.1,155.5,27.7,2952.6,Not found
4230,(7149) - Fifth on the Park Condo,,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,265691.0,Parking,38753.0,,,2007,95.0,Whole Building,Whole Building,5.0,152.1,155.9,70.9,74.4,10.9,0.4,,,,,,,8965449.7,98983.0,9874873.0,2896296.7,1351.7,476.2,875.5,10356.3,Not found
4231,824 - P & R Heights,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,54562.0,,,,,1924,100.0,Whole Building,Whole Building,99.0,75.7,83.1,67.4,74.5,0.7,0.7,,,,,,,3550236.3,39366.8,127724.8,37434.0,199.9,188.6,11.3,3295.4,Not found
4232,2 - Park Pinehurst,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,52326.0,,,,,1925,100.0,Whole Building,Whole Building,85.0,92.3,100.7,82.2,90.2,0.8,0.9,,,,,,,4152715.1,45731.3,148844.5,43623.8,233.8,220.6,13.2,3862.5,Not found
4233,150 - Park Columbus,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,53111.0,,,,,1912,100.0,Whole Building,Whole Building,,84.4,93.2,75.5,83.9,0.7,0.8,,,,,,,3882315.5,43248.9,129464.9,37944.0,217.7,206.2,11.5,2411.7,Not found
4234,701 - S & E Bridge,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,74356.0,,,,,1928,100.0,Whole Building,Whole Building,89.0,84.7,90.8,75.4,81.1,0.8,0.8,,,,,,,5404026.7,58299.5,199661.4,58912.5,304.7,287.0,17.7,6377.9,Not found
4235,85 - Park Briarwood,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,73280.0,,,,,1952,100.0,Whole Building,Whole Building,87.0,104.4,110.7,95.6,101.5,0.6,1.0,,303724.2,,,,,6551354.7,69871.7,148321.8,43696.1,383.7,370.5,13.2,6845.7,Not found
4236,41 - Park 83rd Street,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,46845.0,,,,,1913,100.0,Whole Building,Whole Building,98.0,81.4,88.4,72.2,78.9,0.8,0.8,,,,,,,3257503.2,35708.9,124823.4,36583.6,184.1,173.0,11.1,1509.7,Not found
4237,262 W 107th - P & R,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,49415.0,,,,,1925,100.0,Whole Building,Whole Building,94.0,84.9,91.3,74.2,80.3,1.0,0.8,,,,,,,3499703.7,38016.4,165067.8,48378.6,200.5,185.9,14.6,1594.7,Not found
4238,89 - S & E Broadway,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,49242.0,,,,,1928,100.0,Whole Building,Whole Building,83.0,91.4,98.9,83.3,90.5,0.5,0.9,,,,,,,4010100.5,43628.6,92011.4,26967.0,221.2,213.0,8.2,4653.8,Not found
4239,(7151) - 151 E. 83rd St.,,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Other",Multifamily Housing,92925.0,Other,1000.0,,,1929,100.0,Whole Building,Whole Building,58.0,126.0,133.8,88.9,96.1,4.6,0.8,,,,,,,6889506.5,75472.5,1464178.0,433428.8,495.7,365.9,129.8,3071.6,Not found
4240,(7168) - Gracie Gardens (1),,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,71005.0,,,,,1940,100.0,Whole Building,Whole Building,100.0,56.4,55.7,23.5,23.3,4.4,0.1,,,0.0,,,,597290.9,5972.9,1074560.4,310742.3,127.0,31.7,95.3,2497.1,Not found
4241,JI Estates LLC,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,30480.0,,,,,1937,100.0,Whole Building,Whole Building,89.0,81.8,87.6,73.3,78.9,0.7,0.8,,,,,,,2165897.6,23356.6,69604.4,20399.9,121.2,115.0,6.2,1280.7,Not found
4242,Woolworth Building,,,Not found,Not found,Manhattan,Office,"College/University, Office, Parking",Office,876651.0,College/University,111349.0,Parking,20923.0,1913,75.0,Whole Building,,92.0,133.1,,46.9,,11.7,,,,,,,8996.6,6707783.0,,39632221.9,11555100.7,3870.6,356.3,3514.4,,Not found
4243,(7168) - Gracie Gardens (3),,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,71005.0,,,,,1940,100.0,Whole Building,Whole Building,92.0,85.5,85.5,50.8,50.8,4.5,0.4,,0.0,,,,,2511642.0,25116.4,1094113.7,320275.1,230.4,133.4,97.0,2332.4,Not found
4244,Instrata Gramercy,,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Other",Multifamily Housing,180900.0,Other,6172.0,,,1992,100.0,Whole Building,Whole Building,56.0,111.5,113.9,61.3,64.3,6.5,0.4,,,,,,,7260223.7,78855.2,4216595.6,1216452.5,759.5,385.6,373.8,4893.1,Not found
4245,Instrata Nomad,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,374098.0,,,,,1999,100.0,Whole Building,Whole Building,14.0,166.4,171.1,96.9,102.3,8.9,0.7,,,,,,,24694822.7,268603.6,11572097.4,3341057.8,2337.6,1311.7,1026.0,11036.5,Not found
4246,1500 Lexington Ave,,,Not found,Not found,Manhattan,Multifamily Housing,"Medical Office, Multifamily Housing, Personal Services (Health/Beauty, Dry Cleaning, etc.), Retail Store",Multifamily Housing,185080.0,Retail Store,10846.0,Medical Office,5487.0,2002,100.0,Whole Building,Whole Building,51.0,149.7,153.6,84.7,89.2,8.4,0.6,,,,,,,11218579.8,122316.0,5871073.8,1694462.5,1116.4,595.9,520.5,7191.0,Not found
4248,Savoy - 15 E 139 / 2300 5th Ave / 30 W 141 St,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,555954.0,,,,,1959,100.0,Whole Building,,1.0,262.0,,191.0,,8.8,1.8,,758999.9,,,,,89072361.6,983280.9,16360620.8,4876075.7,6237.9,4787.4,1450.5,,Not found
4249,45 West 139th Street,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,185318.0,,,,,1959,100.0,Whole Building,,94.0,89.9,,34.7,,7.6,0.1,,414414.0,,,,,1259936.3,12952.2,4748580.6,1417303.5,518.7,97.7,421.0,,Not found
4250,620 Lenox Avenue,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,185318.0,,,,,1961,100.0,Whole Building,,92.0,92.9,,37.6,,7.6,0.1,,690000.1,,,,,1521421.2,15778.8,4751778.6,1401035.9,553.3,132.0,421.3,,Not found
4251,630 Lenox Ave,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,185318.0,,,,,1959,100.0,Whole Building,,96.0,85.4,,33.1,,7.2,0.1,,414151.9,,,,,1217451.5,12574.4,4501670.8,1334501.3,494.5,95.4,399.1,,Not found
4252,The Circle,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,33500.0,,,,,1908,100.0,Whole Building,Whole Building,100.0,10.8,11.2,4.2,4.3,0.9,0.0,,,,,,,39206.0,395.4,102528.3,31016.0,11.2,2.1,9.1,1296.5,Not found
4254,(7168) - Gracie Gardens (4),,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,70695.0,,,,,1940,100.0,Whole Building,Whole Building,50.0,123.3,130.7,86.0,93.1,4.6,0.8,,,,,,,4964637.8,54725.6,1116668.3,325770.7,362.7,263.7,99.0,2342.9,Not found
4255,514 West 211th Street,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,68670.0,,,,,1928,100.0,Whole Building,Whole Building,13.0,157.9,166.1,118.8,126.9,4.6,1.1,,207000.0,,,,,6855675.7,74201.3,1094288.0,318009.0,476.5,379.5,97.0,13819.7,Not found
4256,4672 Broadway,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,58640.0,,,,,1920,100.0,Whole Building,,8.0,165.0,175.9,122.6,133.9,5.6,0.1,,5718706.3,,,,,346550.0,3500.8,1125347.7,326453.6,542.6,442.8,99.8,,Not found
4257,47 Fort Washington Ave,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,63084.0,,,,,1983,100.0,Whole Building,Whole Building,76.0,96.8,100.8,72.1,76.2,3.3,0.0,,,3634961.9,,,,204158.1,2100.7,707974.0,205607.0,347.3,284.5,62.8,3126.4,Not found
4258,Sam Sasson & Joseph Sasson,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,26500.0,,,,,1920,100.0,Whole Building,,,151.0,153.9,65.3,68.2,11.7,,,670542.0,,,,,,,1059038.3,310057.3,143.7,49.8,93.9,739.8,Not found
4259,477 Broadway,,,Not found,Not found,Manhattan,Retail Store,"Retail Store, Self-Storage Facility",Retail Store,42100.0,Self-Storage Facility,21050.0,,,1986,100.0,Whole Building,Whole Building,,56.7,,21.4,,4.8,,,,287328.0,,,,24660.0,,1040120.1,304841.7,115.2,22.9,92.2,351.9,Not found
4260,(7186) - 45 Park Avenue,,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,118614.0,Parking,5096.0,,,2006,100.0,Whole Building,,26.0,160.6,167.9,76.6,81.4,11.6,0.4,,,,,,,4539405.9,49698.5,4547278.8,1371659.3,644.3,241.1,403.2,,Not found
4261,718 Broadway,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,75165.0,,,,,1908,100.0,Whole Building,,36.0,125.8,130.7,77.6,82.4,6.5,0.0,,4028937.5,,,,,127946.7,1290.5,1673177.7,490380.3,557.2,305.8,251.4,,Not found
4262,Instrata Park Slope,,,Not found,Not found,Brooklyn,Multifamily Housing,"Multifamily Housing, Other, Other - Recreation, Outpatient Rehabilitation/Physical Therapy",Multifamily Housing,104216.0,Outpatient Rehabilitation/Physical Therapy,2030.0,Other - Recreation,1800.0,2011,100.0,Whole Building,Whole Building,47.0,120.8,120.1,42.2,42.4,10.6,0.1,,,,,,,612844.0,6785.0,4010082.4,1161957.9,388.1,32.6,355.5,3695.3,Not found
4263,Instrata Brooklyn Heights,,,Not found,Not found,Brooklyn,Multifamily Housing,"Multifamily Housing, Retail Store",Multifamily Housing,88941.0,Retail Store,11719.0,,,2010,95.0,Whole Building,Whole Building,79.0,110.1,113.0,45.1,46.4,9.0,0.2,,,,,,,1524840.8,15677.0,3018818.2,908440.5,348.6,81.0,267.6,2077.8,Not found
4264,165 Sherman Avenue LLC,,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Other, Retail Store, Supermarket/Grocery Store",Multifamily Housing,93250.0,Retail Store,1000.0,Other,500.0,1925,100.0,Whole Building,Whole Building,,150.8,152.6,106.9,108.8,5.4,0.9,,,,,,,8429363.7,86203.3,1754531.1,511427.3,603.3,447.7,155.6,9563.4,Not found
4265,1776 Castle Hill Apt Owners,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,78000.0,,,,,1936,100.0,Whole Building,Whole Building,29.0,142.2,147.0,102.9,107.2,4.8,0.9,,,,,,,6745884.5,70804.6,1277505.7,375947.7,471.6,358.3,113.3,6729.5,Not found
4266,1964 GRAND CONCOURSE,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,32000.0,,,,,1923,100.0,Whole Building,Whole Building,78.0,101.0,101.3,59.1,59.2,5.5,0.4,,,,,,,1293887.7,12938.9,596610.8,175870.4,121.6,68.7,52.9,4237.0,Not found
4267,3520 Leverich St,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,170708.0,,,,,1964,100.0,Whole Building,Whole Building,15.0,147.6,156.0,103.9,112.0,5.4,0.9,,,,,,,14599999.7,159779.0,3144707.4,920269.9,1054.3,775.5,278.8,15009.7,Not found
4268,6395 Austin St,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,61190.0,,,,,1960,100.0,Whole Building,Whole Building,18.0,143.3,151.0,112.0,119.3,3.6,1.1,,,,,,,6100199.6,65454.0,752278.7,220858.9,390.7,324.0,66.7,3251.8,Not found
4269,6400 Saunders St,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,69000.0,,,,,1954,100.0,Whole Building,Whole Building,42.0,120.9,127.8,88.1,94.8,4.0,0.8,,,,,,,5144299.8,56086.8,935504.8,273277.4,356.2,273.2,82.9,2947.3,Not found
4270,Flatbush,,,Not found,Not found,Brooklyn,Other - Recreation,Other - Recreation,Other - Recreation,34000.0,,,,,1925,100.0,Whole Building,,,175.2,,73.6,,13.8,0.1,,568146.0,,,,,333500.0,3515.5,1602275.2,469599.9,201.9,59.9,142.1,,Not found
4271,Flushing,,,Not found,Not found,Queens,Hotel,"Hotel, K-12 School, Office",Hotel,77500.0,K-12 School,3000.0,Office,2300.0,1925,100.0,Whole Building,Whole Building,,286.8,296.2,184.0,194.4,13.6,0.2,,9838847.8,,,,,1498600.1,16380.8,3897868.9,1128844.8,1155.3,809.7,345.6,10467.7,Not found
4272,Harlem,,,Not found,Not found,Manhattan,Hotel,"Hotel, Office, Other - Entertainment/Public Assembly",Hotel,54000.0,Other - Entertainment/Public Assembly,29000.0,Office,3400.0,1931,100.0,Whole Building,Whole Building,,218.3,220.4,127.1,127.9,12.5,0.1,,6257333.5,,,,,1096600.0,11166.7,3626273.7,1078043.4,844.1,522.6,321.5,6247.7,Not found
4273,Long Island City,,,Not found,Not found,Queens,Other - Entertainment/Public Assembly,"K-12 School, Office, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,48750.0,K-12 School,2250.0,Office,2000.0,1998,100.0,Whole Building,,,308.4,311.0,155.5,159.3,20.2,0.9,,,,,,,4558299.7,47974.9,3680865.8,1068301.7,568.5,242.1,326.3,,Not found
4274,McBurney,,,Not found,Not found,Manhattan,Other - Entertainment/Public Assembly,"Office, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,61500.0,Office,3250.0,,,2001,100.0,Whole Building,Whole Building,,575.7,585.3,279.7,288.8,39.5,1.5,,,,,,,9373600.2,99630.2,8737449.5,2560799.7,1272.5,497.9,774.7,1851802.5,Not found
4275,Rockaway,,,Not found,Not found,Queens,Other - Recreation,Other - Recreation,Other - Recreation,43000.0,,,,,2014,100.0,Whole Building,,,365.6,367.0,171.1,174.5,25.8,0.9,,,,,,,3529100.0,37257.0,3826217.0,1107686.9,526.7,187.4,339.2,,Not found
4276,Staten Island - Broadway,,,Not found,Not found,Staten Island,Other - Recreation,Other - Recreation,Other - Recreation,46000.0,,,,,1957,100.0,Whole Building,,,227.7,230.1,109.2,112.5,15.7,0.6,,,,,,,2532900.1,27075.1,2488576.3,722582.1,355.2,134.5,220.6,,Not found
4277,Staten Island - South Shore,,,Not found,Not found,Staten Island,Other - Entertainment/Public Assembly,"K-12 School, Office, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,60000.0,K-12 School,2750.0,Office,2750.0,1994,100.0,Whole Building,,,239.1,241.6,112.4,115.9,16.8,0.6,,,,,,,3569100.1,38304.2,3794144.0,1101487.7,526.0,189.6,336.4,,Not found
4278,West Side,,,Not found,Not found,Manhattan,Mixed Use Property,"Hotel, Office, Other",Other,116000.0,Hotel,71000.0,Office,53000.0,1930,100.0,Whole Building,,,307.3,313.9,158.0,164.7,17.6,0.1,,,,,,22081000.1,1219700.0,12197.0,14622467.8,4232843.5,2827.3,64.8,2762.6,,Not found
4279,50 East 132nd Street,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,60520.0,,,,,2008,100.0,Whole Building,,27.0,136.2,142.5,89.6,94.9,6.0,0.7,,,,,,,4208383.4,45003.8,1216938.5,363693.6,331.4,223.5,107.9,,Not found
4280,Courtyard Marriott on 92nd Street,,,Not found,Not found,Manhattan,Hotel,"Hotel, K-12 School, Office",Hotel,188526.0,K-12 School,29002.0,Office,29002.0,2007,100.0,Whole Building,Whole Building,68.0,103.5,103.5,50.6,50.6,7.1,0.3,,,,,,,6530726.7,65307.3,5941320.1,1741301.1,873.6,346.9,526.8,8477.7,Not found
4281,Double Tree Metropolitan Hotel,,,Not found,Not found,Manhattan,Hotel,"Food Sales, Hotel, Retail Store",Hotel,424661.0,Retail Store,8000.0,Food Sales,5000.0,1960,100.0,Whole Building,Whole Building,67.0,174.6,175.4,82.5,84.1,11.3,0.0,,,,,,17865225.5,1117503.1,11175.0,17118260.1,4937276.6,2763.3,59.4,2703.9,,Not found
4282,(7208) - 90 William Street,,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Personal Services (Health/Beauty, Dry Cleaning, etc.)",Multifamily Housing,112074.0,"Personal Services (Health/Beauty, Dry Cleaning, etc.)",9398.0,,,1967,95.0,Whole Building,Whole Building,13.0,173.4,175.2,74.9,76.6,12.6,0.0,,,,,,3586457.5,273400.0,2781.7,5242486.2,1531925.6,717.5,14.5,702.9,,Not found
4283,225 East 63rd Street,,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,92857.0,Parking,11875.0,,,1962,100.0,Whole Building,Whole Building,8.0,217.3,216.2,155.4,155.0,7.5,1.3,,,,,,,12021340.3,120213.4,2404951.4,696027.7,851.7,638.5,213.2,,Not found
