Order,Property Name,Parent Property Id,Parent Property Name,Street Number,Street Name,Borough,Primary Property Type - Self Selected,List of All Property Use Types at Property,Largest Property Use Type,Largest Property Use Type - Gross Floor Area (ft²),2nd Largest Property Use Type,2nd Largest Property Use - Gross Floor Area (ft²),3rd Largest Property Use Type,3rd Largest Property Use Type - Gross Floor Area (ft²),Year Built,Occupancy,Metered Areas (Energy),Metered Areas  (Water),ENERGY STAR Score,Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),District Steam Use (kBtu),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Water Use (All Water Sources) (kgal),DOF Benchmarking Submission Status
4284,160 West 24th Street,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,206974.0,,,,,1987,100.0,Whole Building,Whole Building,62.0,115.0,,43.2,,,0.1,,,,,,,2052716.7,20921.9,6893319.7,,720.2,109.0,611.2,,Not found
4285,(7215) - McCaren Park Mews Condo,,,Not found,Not found,Brooklyn,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,140398.0,Parking,9503.0,,,2009,95.0,Whole Building,Whole Building,61.0,111.9,111.2,52.5,52.2,7.9,0.3,,,,,,,3547733.4,35477.3,3817689.6,1108927.6,526.9,188.4,338.5,5956.0,Not found
4286,(7226) - The Howard Owners Corp,,,Not found,Not found,Queens,Multifamily Housing,"Medical Office, Multifamily Housing, Parking",Multifamily Housing,477406.0,Parking,82880.0,Medical Office,8000.0,1949,100.0,Whole Building,Whole Building,36.0,145.9,,103.7,,5.2,0.9,,1264770.2,,,,,40462581.8,444429.3,8615139.4,2535041.1,3006.8,2243.0,763.8,28132.5,Not found
4287,Atelier,,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Social/Meeting Hall",Multifamily Housing,383047.0,Social/Meeting Hall,51072.0,,,2006,95.0,Whole Building,Whole Building,34.0,155.0,159.9,89.6,95.1,8.4,0.7,,,,,,,26274014.7,287868.8,12641336.4,3658039.8,2516.3,1395.5,1120.8,22902.4,Not found
4288,552 Academy Street,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,52950.0,,,,,1926,100.0,Whole Building,Whole Building,32.0,145.1,152.0,100.4,106.5,5.6,0.9,,,,,,,4312051.3,46243.2,1005046.1,297915.1,318.1,229.0,89.1,,Not found
4289,645 East 231st Street,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,67224.0,,,,,1941,100.0,Whole Building,Whole Building,51.0,114.0,119.4,86.1,91.0,3.7,0.1,,,4521269.4,,,,415446.5,4154.5,847964.1,251523.1,437.6,362.5,75.2,3984.7,Not found
4290,23 East 109th Street,,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Retail Store",Multifamily Housing,51936.0,Retail Store,7344.0,,,1920,100.0,Whole Building,Whole Building,,186.5,,130.2,,7.5,,,,,,,,6307734.2,,1411459.6,446875.3,460.2,335.0,125.1,,Not found
4291,24-02 Queens Plaza South,,,Not found,Not found,Queens,Adult Education,Adult Education,Adult Education,74105.0,,,,,1949,100.0,Whole Building,Whole Building,,201.0,210.3,103.1,111.0,13.1,0.7,,,,,,,4357022.3,49060.9,3285798.7,973509.7,522.7,231.4,291.3,846.8,Not found
4292,1500 Unionport Road,,,Not found,Not found,Bronx,Parking,Parking,Parking,186250.0,,,,,1939,100.0,Whole Building,Whole Building,,4.7,4.8,1.5,1.5,0.4,,,,,,,,,,280313.4,83109.3,24.9,0.0,24.9,,Not found
4293,154 West 18th Street,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,64416.0,,,,,1906,100.0,Whole Building,Whole Building,52.0,136.0,141.7,81.6,87.8,6.9,0.6,,,,,,,3709059.8,41307.3,1549883.8,447161.7,334.4,197.0,137.4,,Not found
4294,4650-4656 Broadway,,,Not found,Not found,Manhattan,Parking,Parking,Parking,75000.0,,,,,1928,60.0,Whole Building,Whole Building,,9.5,9.5,3.0,3.0,0.9,,,,,,,,,,226863.9,66490.0,20.1,0.0,20.1,,Not found
4295,4320 Broadway,,,Not found,Not found,Manhattan,Parking,"Parking, Retail Store",Parking,52608.0,Retail Store,10000.0,,,2004,100.0,Whole Building,Whole Building,,891.2,903.7,301.0,306.4,81.6,0.3,,,,,,,257554.6,2792.7,2752235.1,816115.9,257.7,13.7,244.0,,Not found
4296,1600 Avenue T,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,51348.0,,,,,1961,100.0,Whole Building,Whole Building,38.0,130.3,133.8,92.4,95.1,4.8,0.8,,,,,,,3928000.0,40518.7,816796.4,244126.6,281.1,208.6,72.4,4347.0,Not found
4297,250 44 Street/BFR,,,Not found,Not found,Brooklyn,Office,Office,Office,54000.0,,,,,1970,100.0,Whole Building,Whole Building,,5.9,5.9,1.9,1.9,0.6,,,,,,,,,,101493.4,29746.0,9.0,0.0,9.0,20397.1,Not found
4298,477-483 10th Ave / Aka 500 West 37th Street,,,Not found,Not found,Manhattan,Office,"Office, Retail Store",Office,63967.0,Retail Store,21475.0,,,1900,100.0,Whole Building,Whole Building,,200.2,198.7,89.8,89.3,14.9,0.0,,3269910.0,,,,,8678.8,98.6,4393084.8,1275352.5,632.6,243.1,389.5,1053.3,Not found
4299,160 Pilot Street,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,97013.0,,,,,1981,100.0,Whole Building,Whole Building,64.0,109.3,,72.4,,,0.6,,,,,,,5480980.5,59349.8,1543372.0,,428.0,291.1,136.8,5104.7,Not found
4300,GTTG Broadway Corp.,,,Not found,Not found,Manhattan,Multifamily Housing,"Medical Office, Multifamily Housing, Retail Store",Multifamily Housing,59440.0,Retail Store,1250.0,Medical Office,850.0,1908,100.0,Whole Building,Whole Building,,228.7,,163.1,,8.7,0.1,,,7790676.8,,,,408728.4,4287.5,1839476.1,536541.0,771.3,608.3,163.1,,Not found
4301,"Quin-Land Associates, LLC",,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,62790.0,,,,,1931,100.0,Whole Building,Whole Building,,128.7,135.6,92.4,99.5,4.4,0.8,,,,,,,4851738.7,53142.0,951386.0,273990.5,342.0,257.7,84.3,3574.9,Not found
4302,42-26 81ST STREET OWNERS CORP.,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,74052.0,,,,,1962,100.0,Whole Building,,12.0,153.3,,112.2,,5.0,1.0,,0.0,,,,,7055983.3,75487.0,1256217.6,367130.0,486.2,374.8,111.4,7902.0,Not found
4303,Chrismar Equities Corp.,,,Not found,Not found,Queens,Multifamily Housing,"Multifamily Housing, Office, Retail Store",Multifamily Housing,69075.0,Retail Store,2800.0,Office,450.0,1918,100.0,Whole Building,Whole Building,,137.8,,106.4,,3.9,0.5,,3441399.6,,,,,3288064.8,32880.6,966537.2,278980.8,515.7,430.0,85.7,,Not found
4304,Victoria Hall Condominium,,,Not found,Not found,Queens,Multifamily Housing,"Medical Office, Multifamily Housing",Multifamily Housing,99350.0,Medical Office,250.0,,,1963,100.0,Whole Building,Whole Building,,124.7,,92.0,,4.3,0.1,,6606726.3,,,,,1093893.3,10486.9,1465378.6,430036.8,678.3,548.4,129.9,5152.1,Not found
4305,Arkansas Owners Corp.,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,87780.0,,,,,1953,100.0,Whole Building,Whole Building,46.0,145.4,,99.6,,5.7,0.6,,,1962994.1,,,,5031055.8,54584.0,1749601.4,504667.6,570.1,415.0,155.1,5862.5,Not found
4306,Bristol Apartments Inc.,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,58864.0,,,,,1932,100.0,Whole Building,Whole Building,55.0,117.5,,87.8,,3.5,0.8,,0.0,,,,,4456119.4,49329.4,711848.6,208633.8,299.8,236.7,63.1,4718.7,Not found
4307,"66-15 Equities, INC.",,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,115200.0,,,,,1962,100.0,Whole Building,Whole Building,79.0,110.3,118.0,78.6,85.7,3.9,0.7,,,,,,,7523441.7,83319.9,1532326.3,451945.0,535.5,399.6,135.9,4704.5,Not found
4308,25-34 Crescent Street Owners Corp.,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,66100.0,,,,,1965,100.0,Whole Building,Whole Building,29.0,160.2,,124.4,,4.7,0.0,,,6894503.2,,,,256796.9,2628.1,1068532.1,313915.6,627.5,532.7,94.7,6939.7,Not found
4309,Empress Elena Condominium,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,66000.0,,,,,1964,100.0,Whole Building,,43.0,143.4,151.0,101.6,108.6,5.2,0.9,,,,,,,5548265.3,60045.5,1159186.3,341818.7,397.5,294.7,102.8,5776.5,Not found
4310,Warner House Owners Corp.,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,93564.0,,,,,1959,100.0,Whole Building,Whole Building,62.0,125.7,132.5,89.6,96.0,4.4,0.8,,,,,,,6969750.0,75687.0,1414447.0,415050.2,495.6,370.2,125.4,5878.2,Not found
4311,Baxter House Condominium,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,78714.0,,,,,1961,100.0,Whole Building,,39.0,149.8,,114.6,,4.6,0.1,,,7012438.4,,,,758760.6,7642.4,1246131.3,360194.6,678.7,568.3,110.5,5862.5,Not found
4312,Victory Apartments INC.,,,Not found,Not found,Queens,Multifamily Housing,"Medical Office, Multifamily Housing",Multifamily Housing,53310.0,Medical Office,600.0,,,1959,100.0,Whole Building,Whole Building,,125.9,,86.6,,4.9,0.6,,550767.1,,,,,3203711.4,35020.9,912815.2,266176.5,292.0,211.0,80.9,3294.4,Not found
4313,Whitney Avenue Owners Corp.,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,123228.0,,,,,1939,100.0,Whole Building,,,114.8,,86.0,,3.6,0.5,,3509935.6,,,,,5577963.6,60205.3,1511459.9,447269.1,690.7,556.7,134.0,7020.6,Not found
4314,Windsor Equities INC.,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,59678.0,,,,,1927,100.0,Whole Building,,,112.1,,82.7,,3.6,0.7,,137623.0,,,,,4074397.5,44242.9,724425.9,212145.5,290.9,226.6,64.2,4132.3,Not found
4315,14905 Owners Corp.,,,Not found,Not found,Queens,Multifamily Housing,"Medical Office, Multifamily Housing, Office",Multifamily Housing,155340.0,Medical Office,900.0,Office,900.0,1955,100.0,Whole Building,Whole Building,,114.0,,85.6,,3.5,0.4,,,5994106.6,,,,5536264.6,55362.6,1925137.9,555775.5,916.0,745.3,170.7,6446.0,Not found
4316,771620 Equities Corp.,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,76681.0,,,,,1929,100.0,Whole Building,,85.0,93.7,,68.9,,3.0,0.6,,0.0,,,,,4493985.8,49788.5,786461.6,229959.8,308.4,238.7,69.7,2955.6,Not found
4317,Embassy Cooperative INC.,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,180262.0,,,,,1957,100.0,Whole Building,,52.0,142.1,,101.4,,5.0,0.9,,206434.4,,,,,14982710.1,163859.8,3081827.5,903231.9,1084.4,811.1,273.2,8472.4,Not found
4318,83-25 Vietor Owners Corp.,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,58500.0,,,,,1963,100.0,Whole Building,,36.0,159.2,,118.2,,5.3,0.3,,3940697.0,,,,,1913262.5,19132.6,1058014.1,311417.1,487.9,394.1,93.8,5786.9,Not found
4319,SANTORINI CONDOMINIUM,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,62797.0,,,,,2011,100.0,Whole Building,,26.0,134.3,138.4,75.5,79.4,7.7,0.5,,,,,,,3085270.0,33302.6,1653567.8,484632.9,310.5,163.9,146.6,3049.1,Not found
4320,"9115 LAMONT AVENUE APTS., INC.",,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,61896.0,,,,,1962,100.0,Whole Building,Whole Building,12.0,152.3,,116.2,,4.1,1.1,,0.0,,,,,6299967.8,67326.3,894810.1,256557.5,414.0,334.6,79.3,9121.4,Not found
4321,Briar Manor Condominium,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,50071.0,,,,,2010,100.0,Whole Building,,100.0,54.4,54.9,21.6,22.2,4.4,0.1,,,,,,,318475.0,3529.5,760795.1,221807.2,84.4,16.9,67.5,1300.9,Not found
4322,BOARD OF MANAGERS TOWERS CONDO,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,87612.0,,,,,1987,100.0,Whole Building,,43.0,120.2,125.9,82.4,87.7,4.7,0.7,,,,,,,5808227.0,62598.2,1412226.0,416079.8,433.7,308.5,125.2,5392.0,Not found
4323,Dorian Owners Inc.,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,60500.0,,,,,1948,100.0,Whole Building,,73.0,97.9,,73.7,,2.9,0.7,,165147.5,,,,,3695040.8,40113.6,597750.5,175775.1,261.5,208.5,53.0,1706.3,Not found
4324,The Versailles Apt. Owners Inc.,,,Not found,Not found,Queens,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,96000.0,Parking,8500.0,,,1950,100.0,Whole Building,Whole Building,72.0,116.6,125.0,84.0,91.8,4.0,0.8,,,,,,,6764805.0,75058.6,1303418.3,384024.9,474.9,359.3,115.6,4847.4,Not found
4325,Monterey Owners Corp.,,,Not found,Not found,Queens,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,83814.0,Parking,5000.0,,,1953,100.0,Whole Building,Whole Building,75.0,109.2,,78.6,,3.7,0.7,,0.0,,,,,5518652.6,61576.2,1070055.3,307727.2,388.0,293.1,94.9,3370.0,Not found
4326,WETHEROLE TENANTS CORP,,,Not found,Not found,Queens,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,77300.0,Parking,13000.0,,,1950,100.0,Whole Building,,15.0,167.1,176.0,123.2,131.8,5.3,1.1,,,,,,,8133892.7,88014.5,1393053.9,407489.1,555.5,432.0,123.5,6657.7,Not found
4327,402 85th Brooklyn,,,Not found,Not found,Brooklyn,Multifamily Housing,"Multifamily Housing, Retail Store",Multifamily Housing,47900.0,Retail Store,4108.0,,,1927,100.0,Whole Building,Whole Building,,118.8,118.2,81.9,81.7,4.9,,,3377549.8,,,,,,,881339.8,255548.9,328.8,250.6,78.1,4678.3,Not found
4328,135 West 18th Street,,,Not found,Not found,Manhattan,Office,Office,Office,52500.0,,,,,1989,100.0,Whole Building,Whole Building,53.0,231.1,236.5,87.2,91.1,19.7,0.2,,,,,,,1073476.7,12466.6,3505267.1,1036808.6,367.8,57.0,310.8,1101.1,Not found
4329,5 East 17th Street,,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Office, Retail Store",Multifamily Housing,49624.0,Office,5628.0,Retail Store,5628.0,1920,100.0,Whole Building,Whole Building,,150.5,,61.8,,,,,,,,,,1266479.4,,2494737.0,,288.5,67.3,221.2,1428.8,Not found
4330,2800 Sedgwick Ave,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,53500.0,,,,,1927,100.0,Whole Building,Whole Building,31.0,152.5,158.6,119.0,124.5,4.3,0.4,,3623065.7,,,,,1967680.1,19676.8,775644.6,231052.1,442.1,373.4,68.8,9874.6,Not found
4331,940 Saint Nicholas Ave,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,88176.0,,,,,1922,100.0,Whole Building,Whole Building,78.0,94.5,98.3,70.9,74.8,3.1,0.0,,4921079.8,,,,,386251.5,3910.0,941266.4,274183.4,469.2,385.7,83.5,6360.0,Not found
4332,570 West 204th Street,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,88400.0,,,,,1925,100.0,Whole Building,Whole Building,51.0,111.6,116.6,76.9,81.9,4.3,0.7,,,,,,,5493796.8,59493.8,1305981.5,379193.4,407.6,291.8,115.8,8736.0,Not found
4333,250 East 31st Street,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,50000.0,,,,,1983,100.0,Whole Building,Whole Building,43.0,113.0,118.0,64.8,69.9,6.3,0.5,,,,,,,2168009.0,24245.7,1073737.3,313167.2,210.4,115.2,95.2,2747.6,Not found
4334,45 East Mosholu Parkway,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,70650.0,,,,,1926,100.0,Whole Building,,19.0,139.9,145.9,106.8,112.9,3.8,1.0,,,,,,,6607433.0,70485.2,939262.2,271005.3,434.2,351.0,83.3,,Not found
4335,4754 Richardson Ave,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,87900.0,,,,,1939,100.0,Whole Building,,25.0,136.7,144.1,94.7,102.1,5.2,0.8,,,,,,,6753687.5,74289.7,1568608.6,454091.5,497.8,358.7,139.1,,Not found
4336,1000 Freeman Street,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,64764.0,,,,,1931,100.0,Whole Building,Whole Building,12.0,150.2,158.1,107.8,115.4,5.2,1.0,,,,,,,5835576.5,63254.4,1146602.8,336050.0,411.6,310.0,101.7,,Not found
4337,2293 3rd Avenue,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,63700.0,,,,,2010,100.0,Whole Building,Whole Building,72.0,95.2,97.8,53.5,56.0,5.5,0.4,,,,,,,2216336.6,23819.3,1190425.3,348022.1,223.3,117.7,105.5,3064.8,Not found
4338,300 West 128th Street,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,75637.0,,,,,2009,100.0,Whole Building,Whole Building,19.0,142.2,146.3,83.0,86.7,7.7,0.6,,,,,,,4284211.8,45587.2,1993513.5,585985.7,404.3,227.6,176.7,3672.2,Not found
4339,L&L_195 Broadway,,,Not found,Not found,Manhattan,Office,"Office, Retail Store",Office,1066192.0,Retail Store,20380.0,,,1916,90.0,Whole Building,Whole Building,87.0,152.9,157.0,64.7,68.2,11.4,,,,,,,28144453.2,,,42141452.0,12336400.8,5605.0,0.0,5605.0,22083.2,Not found
4340,166 West 75th Street,,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Retail Store",Multifamily Housing,74539.0,Retail Store,6800.0,,,1922,100.0,Whole Building,Whole Building,49.0,185.9,,108.8,,10.3,,,4625773.7,,,,,1351271.9,,2875883.4,835512.0,670.0,415.0,255.0,11828.9,Not found
4341,Madison Ave,,,Not found,Not found,Manhattan,Office,Office,Office,146161.0,,,,,1913,100.0,Whole Building,Whole Building,98.0,88.0,93.4,54.3,60.0,4.5,0.0,,5658138.1,,,,,6879.4,65.3,2275322.3,658864.6,622.0,420.3,201.7,572.5,Not found
4342,175 Varick,,,Not found,Not found,Manhattan,Office,"Bank Branch, Office",Office,170437.0,Bank Branch,3700.0,,,1927,100.0,Whole Building,Whole Building,99.0,109.3,114.5,43.6,46.3,9.3,0.0,,,2241070.8,,,,696.7,7.0,5342600.2,1622687.3,642.4,168.8,473.7,1714.8,Not found
4343,36 Kenilworth Place,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,72774.0,,,,,1931,95.0,Whole Building,,40.0,107.2,111.4,83.2,87.2,2.8,0.8,,,,,,,5368632.9,56503.5,688434.0,202803.0,346.2,285.2,61.0,7645.8,Not found
4344,65-10 108th Street,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,85427.0,,,,,1954,100.0,Whole Building,Whole Building,99.0,64.0,62.9,20.4,20.0,5.9,,,,,,,,,,1740264.5,501536.4,154.3,0.0,154.3,4871.3,Not found
4345,Concord Associates LLC,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,81570.0,,,,,1962,100.0,Whole Building,Whole Building,16.0,160.3,,105.1,,,,,,6038122.0,,,,473396.2,,2064226.5,,662.8,479.7,183.0,4280.0,Not found
4346,150 West 55th Street,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,75600.0,,,,,1923,100.0,Whole Building,Whole Building,53.0,107.7,,71.7,,,0.0,,,4030037.9,,,,138233.3,1398.5,1251326.8,,421.7,310.8,110.9,,Not found
4347,Hilton Garden Inn at West 35th Street,,,Not found,Not found,Manhattan,Hotel,Hotel,Hotel,150000.0,,,,,2008,100.0,Whole Building,Whole Building,69.0,182.4,182.6,89.2,91.3,12.2,0.5,,,,,,,7017448.2,74627.0,6364806.8,1825238.5,937.0,372.7,564.3,6377.9,Not found
4348,86-22 & 86-30 98th Street,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,56893.0,,,,,1931,100.0,Whole Building,Whole Building,23.0,173.6,183.5,137.7,147.4,4.0,1.3,,,,,,,7046399.7,76022.2,788769.5,229309.2,444.2,374.3,69.9,,Not found
4349,51-59 Tiemann Place,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,65496.0,,,,,1926,100.0,Whole Building,Whole Building,61.0,112.9,119.1,87.4,93.3,3.4,0.0,,,4651997.9,,,,317215.6,3172.2,751986.5,222630.0,433.8,367.1,66.7,3821.1,Not found
4350,61-69 Tiemann Place,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,69840.0,,,,,1926,100.0,Whole Building,Whole Building,57.0,109.9,118.6,85.4,93.7,3.3,0.0,,,4913337.5,,,,279918.7,2820.6,769319.8,229394.7,453.0,384.8,68.2,,Not found
4351,45-53 Central Park North,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,53136.0,,,,,1903,100.0,Whole Building,Whole Building,97.0,67.6,73.1,67.0,72.4,,,,3557998.5,,,,,,,,,264.0,264.0,0.0,2701.2,Not found
4352,2545 Sedgwick Ave,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,71640.0,,,,,1964,100.0,Whole Building,Whole Building,42.0,120.8,130.2,88.0,96.3,4.5,,,,5228990.1,,,,,,1075043.1,325043.1,489.0,393.7,95.3,4725.8,Not found
4353,897 Empire Blvd,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,50830.0,,,,,1931,100.0,Whole Building,Whole Building,54.0,130.1,138.9,98.9,107.0,4.2,,,,4302561.8,,,,,,722901.4,215497.8,388.0,323.9,64.1,2556.4,Not found
4354,86 West 119th Street,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,68750.0,,,,,1961,100.0,Whole Building,Whole Building,100.0,54.1,61.1,51.6,58.6,0.3,,,3487936.3,,,,,,,62920.7,18252.2,264.4,258.8,5.6,2840.0,Not found
4355,229 West 97th Street,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,72520.0,,,,,1901,100.0,Whole Building,Whole Building,1.0,226.4,227.6,139.0,139.4,11.9,0.1,,,6100610.1,,,,1074546.6,10787.5,2907185.6,859742.5,774.1,516.4,257.7,5648.6,Not found
4356,501 West 143rd Street,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,50986.0,,,,,1920,100.0,Whole Building,,88.0,149.2,,118.9,,,,,4105541.7,,,,,1281836.9,,674124.3,,432.5,372.8,59.8,,Not found
4357,211 East 53rd Street,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,146549.0,,,,,1957,100.0,Whole Building,Whole Building,51.0,126.6,130.1,70.0,74.3,7.3,0.5,,,,,,,6537683.5,72255.0,3722489.1,1071616.0,677.3,347.2,330.0,7943.6,Not found
4358,560 West 165th Street,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,100000.0,,,,,1910,100.0,Whole Building,,3.0,210.9,,116.9,,,0.8,,,,,,,7480389.6,79187.7,4213730.2,,770.9,397.3,373.6,,Not found
4359,2388 Creston Avenue,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,62535.0,,,,,2013,100.0,Whole Building,Whole Building,51.0,124.9,128.9,70.6,74.7,7.1,0.5,,,,,,,2898508.9,31589.6,1518121.2,442610.7,288.5,154.0,134.6,,Not found
4360,558 Grand Concourse,,,Not found,Not found,Bronx,Mailing Center/Post Office,Mailing Center/Post Office,Mailing Center/Post Office,159000.0,,,,,1935,0.0,Whole Building,,,30.5,30.5,9.7,9.7,2.9,0.0,,,,,,,0.0,0.0,1546510.6,453256.3,137.1,0.0,137.1,,Not found
4361,121 West 19th Street,,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Pre-school/Daycare",Multifamily Housing,121810.0,Pre-school/Daycare,12483.0,,,1903,100.0,Whole Building,Whole Building,14.0,156.7,161.4,73.5,77.3,11.3,0.4,,,,,,,4764708.4,52202.3,5110157.1,1511971.2,706.1,253.1,453.1,3999.8,Not found
